vertical,seed,keyword,avg_monthly_searches,competition,competition_index,low_top_page_bid,high_top_page_bid,intent,affiliate_program,affiliate_note
saas_design,website builder,website builder,368000,Thấp,19,0.88,17.82,navigational,,
saas_design,website builder,web builder,368000,Thấp,19,0.88,17.82,unknown,,
saas_design,website builder,web page builder,368000,Thấp,19,0.88,17.82,unknown,,
saas_design,website builder,carrd,368000,Thấp,20,0.34,7.08,unknown,,
saas_design,website builder,wix website builder,301000,Thấp,6,0.65,12.99,navigational,,
saas_design,website builder,free website builder,110000,Trung bình,54,0.43,12.07,navigational,,
saas_design,website builder,wix website,110000,Trung bình,51,0.5,9.2,navigational,,
saas_design,website builder,ai website builder,110000,Trung bình,62,0.78,14.96,navigational,,
saas_design,website builder,ai website creator,110000,Trung bình,62,0.78,14.96,navigational,,
saas_design,website builder,free site builder,110000,Trung bình,54,0.43,12.07,unknown,,
saas_design,website builder,free site maker,110000,Trung bình,54,0.43,12.07,unknown,,
saas_design,website builder,website maker,90500,Trung bình,64,0.5,10.54,navigational,,
saas_design,website builder,website designer,90500,Thấp,27,0.88,16.25,navigational,,
saas_design,website builder,web maker,90500,Trung bình,64,0.5,10.54,unknown,,
saas_design,website builder,website building sites,90500,Trung bình,64,0.5,10.54,navigational,,
saas_design,website builder,websites to make websites,90500,Trung bình,64,0.5,10.54,unknown,,
saas_design,website builder,free website hosting,60500,Trung bình,58,0.46,5.83,navigational,,
saas_design,graphic design software,graphic design software,33100,Thấp,10,0.47,9.73,unknown,,
saas_design,graphic design software,graphic design programs,33100,Thấp,10,0.47,9.73,unknown,,
saas_design,graphic design software,graphic art software,33100,Thấp,10,0.47,9.73,unknown,,
saas_design,graphic design software,graphic design computer programs,33100,Thấp,10,0.47,9.73,unknown,,
saas_design,graphic design software,graphics and design programs,33100,Thấp,10,0.47,9.73,unknown,,
saas_design,graphic design software,adobe photoshop graphic design,27100,Thấp,2,0.31,93.6,unknown,,
saas_design,website builder,ai website builder free,22200,Cao,72,0.33,9.53,navigational,,
saas_design,website builder,hostinger website builder,22200,Trung bình,46,0.23,7.49,navigational,,
saas_design,website builder,free website maker,18100,Cao,68,0.43,9.87,navigational,,
saas_design,website builder,wordpress website builder,18100,Thấp,21,0.73,14.0,navigational,,
saas_design,website builder,free ai website builder,18100,Cao,71,0.41,10.27,navigational,,
saas_design,website builder,canva website builder,18100,Thấp,28,0.46,12.0,navigational,,
saas_design,website builder,free web builder,18100,Cao,68,0.43,9.87,unknown,,
saas_design,website builder,google sites website builder,14800,Thấp,3,0.61,9.06,navigational,,
saas_design,website builder,wix domain,14800,Trung bình,34,0.97,7.03,unknown,,
saas_design,website builder,wix adi,14800,Trung bình,59,0.27,7.04,unknown,,
saas_design,website builder,best free website builder,12100,Trung bình,65,0.79,10.99,navigational,,
saas_design,website builder,ai website maker,12100,Trung bình,65,0.92,13.19,navigational,,
saas_design,website builder,best free website creator,12100,Trung bình,65,0.79,10.99,navigational,,
saas_design,website builder,mywebsite,12100,Trung bình,35,0.19,6.26,unknown,,
saas_design,website builder,top free website builders,12100,Trung bình,65,0.79,10.99,navigational,,
saas_design,website builder,website builder near me,9900,Trung bình,44,0.81,29.9,navigational,,
saas_design,website builder,wix free website,9900,Trung bình,56,0.6,8.2,navigational,,
saas_design,website builder,web design companies near me,9900,Thấp,10,0.66,18.0,unknown,,
saas_design,website builder,website design company near me,9900,Thấp,10,0.66,18.0,navigational,,
saas_design,website builder,ecommerce website builder,6600,Trung bình,38,0.57,15.67,navigational,,
saas_design,website builder,website editor,6600,Thấp,20,0.47,8.16,navigational,,
saas_design,website builder,wordpress site builder,6600,Thấp,15,0.62,7.0,unknown,,
saas_design,website builder,wordpress page builder,6600,Thấp,15,0.62,7.0,unknown,,
saas_design,website builder,wix free website builder,6600,Thấp,12,0.88,9.06,navigational,,
saas_design,website builder,wix app,6600,Thấp,12,0.38,6.55,navigational,,
saas_design,website builder,free website creator,5400,Cao,70,0.48,11.26,navigational,,
saas_design,website builder,free website builder and domain,5400,Cao,70,0.4,13.29,navigational,,
saas_design,website builder,durable ai website builder,5400,Trung bình,55,0.24,7.13,navigational,,
saas_design,website builder,online website builder,5400,Trung bình,60,0.34,7.83,navigational,,
saas_design,website builder,online website maker,5400,Trung bình,60,0.34,7.83,navigational,,
saas_design,website builder,website maker free domain,5400,Cao,70,0.4,13.29,navigational,,
saas_design,website builder,free website maker with free domain,5400,Cao,70,0.4,13.29,navigational,,
saas_design,website builder,free domain website builder,5400,Cao,70,0.4,13.29,navigational,,
saas_design,website builder,online website creator,5400,Trung bình,60,0.34,7.83,navigational,,
saas_design,graphic design software,adobe illustrator vector art,5400,Thấp,3,0.88,6.26,unknown,,
saas_design,graphic design software,adobe vector illustrator,5400,Thấp,3,0.88,6.26,unknown,,
