mảng,tên dự án,domain dự án,có affiliate,trang affiliate,mạng affiliate,ghi chú
health_sports,therabody,therabody.com,không thấy,,,
health_sports,tonal,tonal.com,không rõ,,,không tải được trang chủ
health_sports,transparent labs,transparentlabs.com,không thấy,,,
health_sports,vitruvian,vitruvian.com,không rõ,,,trang chủ lỗi: ConnectionError
health_sports,whoop,whoop.com,không rõ,,,không tải được trang chủ
home_garden,article furniture,article.com,không thấy,,,
home_garden,back to the roots,backtotheroots.com,không rõ,,,không tải được trang chủ
home_garden,bloomscape,bloomscape.com,chỉ referral,https://bloomscape.com/refer-a-friend/,AvantLink,
home_garden,burrow,burrow.com,không thấy,,,
home_garden,epic gardening,epicgardening.com,không thấy,,,
home_garden,floyd home,floyddetroit.com,không rõ,,,không tải được trang chủ
home_garden,gardeners supply,gardeners.com,không thấy,,,
home_garden,greenstalk garden,greenstalkgarden.com,không rõ,,,không tải được trang chủ
home_garden,lovesac,lovesac.com,không thấy,,,
home_garden,medley home,medleyhome.com,không thấy,,,
home_garden,one kings lane,onekingslane.com,không thấy,,,
home_garden,rst brands,rstbrands.com,có thể,,CJ,"thấy dấu vết mạng affiliate ở trang chủ, chưa mở được trang riêng"
home_garden,rug source,rugsource.com,có,https://rugsource.com/affiliate-program,,
home_garden,sabai design,sabai.design,không thấy,,,
home_garden,seedsnow,seedsnow.com,không rõ,,,không tải được trang chủ
home_garden,society6,society6.com,không rõ,,,không tải được trang chủ
home_garden,the sill,thesill.com,có,https://www.thesill.com/pages/about-us,Impact,
home_garden,vidaxl,vidaxl.com,không rõ,,,không tải được trang chủ
home_garden,wayfair,wayfair.com,không rõ,,,không tải được trang chủ
home_garden,west elm,westelm.com,không rõ,,,không tải được trang chủ
home_kitchen,amerisleep,amerisleep.com,có,https://amerisleep.com/affiliates/,"Impact, ShareASale",
home_kitchen,avocado mattress,avocadogreenmattress.com,có,https://www.avocadogreenmattress.com/pages/affiliate-program,Impact,
home_kitchen,bear mattress,bearmattress.com,không thấy,,,
home_kitchen,birch living,birchliving.com,không rõ,,,không tải được trang chủ
home_kitchen,boll and branch,bollandbranch.com,không rõ,,,không tải được trang chủ
home_kitchen,breville,breville.com,có,https://www.breville.com/en-us/learn-more/breville-affiliates-program,Impact,
home_kitchen,brooklinen,brooklinen.com,không thấy,,,
home_kitchen,buffy,buffy.co,không thấy,,,
home_kitchen,casper,casper.com,không thấy,,,
home_kitchen,coop sleep goods,coopsleepgoods.com,không rõ,,,không tải được trang chủ
home_kitchen,cozy earth,cozyearth.com,có thể,,Affiliatly,"thấy dấu vết mạng affiliate ở trang chủ, chưa mở được trang riêng"
home_kitchen,delonghi,delonghi.com,không thấy,,,
home_kitchen,dreamcloud,dreamcloudsleep.com,có,https://www.dreamcloudsleep.com/p/affiliates,Impact,
home_kitchen,dyson,dyson.com,không thấy,,,
home_kitchen,helix sleep,helixsleep.com,không rõ,,,không tải được trang chủ
home_kitchen,ikea,ikea.com,không thấy,,,
home_kitchen,instant pot,instanthome.com,không rõ,,,trang chủ lỗi: ConnectTimeout
home_kitchen,mattress firm,mattressfirm.com,không rõ,,,không tải được trang chủ
home_kitchen,nectar sleep,nectarsleep.com,có,https://www.nectarsleep.com/p/affiliates,Impact,
home_kitchen,ninja kitchen,ninjakitchen.com,có,https://www.sharkninja.com/affiliate.html,Impact,
home_kitchen,parachute home,parachutehome.com,không thấy,,,
home_kitchen,plushbeds,plushbeds.com,có,https://www.plushbeds.com/pages/partner-with-us,"Impact, ShareASale",
home_kitchen,purple mattress,purple.com,có,https://purple.com/affiliate-program,Impact,
home_kitchen,saatva,saatva.com,không rõ,,,không tải được trang chủ
home_kitchen,sijo home,sijohome.com,có,https://sijohome.com/pages/get-100-referral-program,Impact,
home_kitchen,simplihuman,simplehuman.com,có thể,,Impact,"thấy dấu vết mạng affiliate ở trang chủ, chưa mở được trang riêng"
home_kitchen,tempur pedic,tempurpedic.com,không thấy,,,
home_kitchen,tuft and needle,tuftandneedle.com,không thấy,,,
home_kitchen,wayfair,wayfair.com,không rõ,,,không tải được trang chủ
hosting,a2 hosting,a2hosting.com,không thấy,,,
hosting,bluehost,bluehost.com,không rõ,,,không tải được trang chủ
hosting,cloudways,cloudways.com,có,https://www.cloudways.com/en/web-hosting-affiliate-program.php,,
hosting,contabo,contabo.com,có,https://contabo.com/en/affiliate-program/,CJ,
hosting,digitalocean,digitalocean.com,có,https://www.digitalocean.com/affiliates,Awin,
hosting,dreamhost,dreamhost.com,có,https://www.dreamhost.com/affiliates/,,
hosting,godaddy,godaddy.com,không rõ,,,không tải được trang chủ
hosting,hostgator,hostgator.com,không rõ,,,không tải được trang chủ
hosting,hostinger,hostinger.com,có,https://www.hostinger.com/affiliates,,
hosting,hostpapa,hostpapa.com,có,https://www.hostpapa.com/about-hostpapa/affiliates/,,
hosting,ionos,ionos.com,chỉ referral,https://www.ionos.com/referral,,
hosting,kinsta,kinsta.com,có,https://kinsta.com/affiliates/,,
hosting,linode,linode.com,không rõ,,,không tải được trang chủ
hosting,liquid web,liquidweb.com,có,https://www.liquidweb.com/partner-programs/hosting-affiliate-program/,Impact,
hosting,namecheap,namecheap.com,không rõ,,,không tải được trang chủ
hosting,ovh,ovhcloud.com,không thấy,,,
hosting,scala hosting,scalahosting.com,có,https://www.scalahosting.com/affiliate.html,PostAffiliatePro,
hosting,siteground,siteground.com,không rõ,,,không tải được trang chủ
hosting,vultr,vultr.com,không rõ,,,không tải được trang chủ
hosting,wp engine,wpengine.com,có,https://wpengine.com/affiliate-program/,Everflow,
insurance,allianz travel insurance,allianztravelinsurance.com,không rõ,,,không tải được trang chủ
insurance,etiqa,etiqa.com.my,không thấy,,,
insurance,geico,geico.com,không thấy,,,
insurance,lemonade insurance,lemonade.com,không thấy,,,
insurance,progressive,progressive.com,không rõ,,,trang chủ lỗi: ConnectTimeout
insurance,safetywing,safetywing.com,không thấy,,,
insurance,state farm,statefarm.com,không thấy,,,
insurance,world nomads,worldnomads.com,có,https://www.worldnomads.com/partnerships,,
jewelry_watch,annie haak,anniehaakdesigns.com,không rõ,,,không tải được trang chủ
jewelry_watch,ashford,ashford.com,không rõ,,,không tải được trang chủ
jewelry_watch,aurate,auratenewyork.com,không rõ,,,không tải được trang chủ
jewelry_watch,baltic watches,baltic-watches.com,không thấy,,,
jewelry_watch,blue nile,bluenile.com,có,https://www.bluenile.com/affiliates,,
jewelry_watch,brilliant earth,brilliantearth.com,không rõ,,,không tải được trang chủ
jewelry_watch,christopher ward,christopherward.com,không rõ,,,không tải được trang chủ
jewelry_watch,citizen watch,citizenwatch.com,không thấy,,,
jewelry_watch,exquisite timepieces,exquisitetimepieces.com,không rõ,,,không tải được trang chủ
jewelry_watch,farer,farer.com,không rõ,,,không tải được trang chủ
jewelry_watch,gorjana,gorjana.com,không rõ,,,không tải được trang chủ
jewelry_watch,james allen,jamesallen.com,không rõ,,,trang chủ lỗi: SSLError
jewelry_watch,kay jewelers,kay.com,không rõ,,,không tải được trang chủ
jewelry_watch,lorier,lorierwatches.com,không rõ,,,không tải được trang chủ
jewelry_watch,monta watch,montawatch.com,không rõ,,,không tải được trang chủ
jewelry_watch,nodus watches,noduswatches.com,không thấy,,,
jewelry_watch,olive and piper,oliveandpiper.com,không rõ,,,không tải được trang chủ
jewelry_watch,pandora jewelry,pandora.net,không thấy,,,
jewelry_watch,qalo,qalo.com,không thấy,,,
jewelry_watch,seiko,seikowatches.com,không thấy,,,
jewelry_watch,swarovski,swarovski.com,không rõ,,,không tải được trang chủ
jewelry_watch,tissot,tissotwatches.com,không thấy,,,
jewelry_watch,vrai,vrai.com,có,https://www.vrai.com/affiliates,,
jewelry_watch,zelos watches,zeloswatches.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,all clad,all-clad.com,có,https://www.all-clad.com/all-clad-affiliate-program,CJ,
kitchen_gadgets,caraway,carawayhome.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,chefman,chefman.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,cuisinart,cuisinart.com,không thấy,,,
kitchen_gadgets,farberware,farberware.com,không thấy,,,
kitchen_gadgets,fellow products,fellowproducts.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,great jones,greatjonesgoods.com,có,https://greatjonesgoods.com/pages/affiliate,"Impact, ShareASale",
kitchen_gadgets,hexclad,hexclad.com,có,https://hexclad.com/pages/affiliate,Awin,
kitchen_gadgets,homary,homary.com,không thấy,,,
kitchen_gadgets,keurig,keurig.com,không rõ,,,trang chủ lỗi: ConnectionError
kitchen_gadgets,kitchenaid,kitchenaid.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,le creuset,lecreuset.com,không thấy,,,
kitchen_gadgets,lodge cast iron,lodgecastiron.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,made in cookware,madeincookware.com,không thấy,,,
kitchen_gadgets,material kitchen,materialkitchen.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,misen,misen.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,nespresso,nespresso.com,không thấy,,,
kitchen_gadgets,nutribullet,nutribullet.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,our place,fromourplace.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,oxo,oxo.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,pampered chef,pamperedchef.com,không rõ,,,không tải được trang chủ
kitchen_gadgets,vitamix,vitamix.com,không thấy,,,
kitchen_gadgets,zwilling,zwilling.com,không thấy,,,
luggage_travel,aer sf,aersf.com,không rõ,,,không tải được trang chủ
luggage_travel,away luggage,awaytravel.com,không rõ,,,không tải được trang chủ
luggage_travel,bellroy,bellroy.com,có,https://bellroy.com/affiliate-program,,
luggage_travel,calpak,calpaktravel.com,không rõ,,,không tải được trang chủ
luggage_travel,cotopaxi,cotopaxi.com,không rõ,,,không tải được trang chủ
luggage_travel,db journey,dbjourney.com,không rõ,,,không tải được trang chủ
luggage_travel,july luggage,july.com,có,https://july.com/us/affiliate-program/,Impact,
luggage_travel,monos luggage,monos.com,không rõ,,,không tải được trang chủ
luggage_travel,nomatic,nomatic.com,không rõ,,,không tải được trang chủ
luggage_travel,osprey packs,osprey.com,không rõ,,,không tải được trang chủ
luggage_travel,peak design,peakdesign.com,không rõ,,,không tải được trang chủ
luggage_travel,rimowa,rimowa.com,không rõ,,,không tải được trang chủ
luggage_travel,samsonite,samsonite.com,không thấy,,,
luggage_travel,tortuga backpacks,tortugabackpacks.com,không rõ,,,không tải được trang chủ
luggage_travel,travelpro,travelpro.com,không rõ,,,không tải được trang chủ
luggage_travel,tumi,tumi.com,không thấy,,,
luggage_travel,wandrd,wandrd.com,không rõ,,,không tải được trang chủ
pets,bark,bark.co,không rõ,,,không tải được trang chủ
pets,barkbox,barkbox.com,không rõ,,,không tải được trang chủ
pets,cherrybrook,cherrybrook.com,không rõ,,,không tải được trang chủ
pets,chewy,chewy.com,chỉ referral,https://www.chewy.com/g/shelter-partners,,
pets,diggs,diggs.pet,không rõ,,,không tải được trang chủ
pets,embark vet,embarkvet.com,có,https://embarkvet.com/about/affiliates/,Impact,
pets,fi collar,tryfi.com,có,https://fitracking.com/ambassadors,,
pets,furbo,furbo.com,không thấy,,,
pets,halo collar,halocollar.com,có,https://www.halocollar.com/pet-affiliate-program/,Pepperjam,
pets,holistapet,holistapet.com,không rõ,,,không tải được trang chủ
pets,innovet pet,innovetpet.com,không rõ,,,không tải được trang chủ
pets,just food for dogs,justfoodfordogs.com,có,https://www.justfoodfordogs.com/affiliates.html,CJ,
pets,kong company,kongcompany.com,không thấy,,,
pets,litter robot,litter-robot.com,có,https://www.whisker.com/partnerships,Impact,
pets,nom nom now,nomnomnow.com,có thể,,Rakuten,"thấy dấu vết mạng affiliate ở trang chủ, chưa mở được trang riêng"
pets,ollie dog food,myollie.com,có,https://www.ollie.com/affiliate/,Impact,
pets,paw.com,paw.com,không rõ,,,không tải được trang chủ
pets,pawp,pawp.com,không thấy,,,
pets,petco,petco.com,không rõ,,,không tải được trang chủ
pets,petplan,petplan.com,không rõ,,,trang chủ lỗi: ConnectTimeout
pets,petsmart,petsmart.com,không rõ,,,trang chủ lỗi: ConnectionError
pets,purina,purina.com,không rõ,,,không tải được trang chủ
pets,royal canin,royalcanin.com,không rõ,,,không tải được trang chủ
pets,sleepypod,sleepypod.com,không rõ,,,không tải được trang chủ
pets,the farmers dog,thefarmersdog.com,không thấy,,,
pets,tractive,tractive.com,có,https://tractive.com/landing/affiliate/,Impact,
pets,west paw,westpaw.com,không rõ,,,không tải được trang chủ
pets,wild earth,wildearth.com,không rõ,,,không tải được trang chủ
pets,wisdom panel,wisdompanel.com,có,https://www.wisdompanel.com/en-us/affiliates-program,Impact,
pets,yumwoof,yumwoof.com,không rõ,,,không tải được trang chủ
pets,zooplus,zooplus.com,không rõ,,,không tải được trang chủ
saas_crm,activecampaign,activecampaign.com,có,https://www.activecampaign.com/partners/affiliate,PartnerStack,
saas_crm,aweber,aweber.com,chỉ referral,https://www.aweber.com/advocates.htm,,
saas_crm,brevo,brevo.com,không rõ,,,không tải được trang chủ
saas_crm,convertkit,kit.com,không rõ,,,không tải được trang chủ
saas_crm,freshworks,freshworks.com,có,https://www.freshworks.com/partners/,,
saas_crm,getresponse,getresponse.com,có,https://www.getresponse.com/affiliate-programs,PartnerStack,
saas_crm,gohighlevel,gohighlevel.com,có,https://www.gohighlevel.com/joinaffiliate,FirstPromoter,
saas_crm,hubspot,hubspot.com,có,https://www.hubspot.com/partners/affiliates,Impact,
saas_crm,klaviyo,klaviyo.com,không thấy,,,
saas_crm,mailchimp,mailchimp.com,không thấy,,,
saas_crm,monday.com,monday.com,có,https://monday.com/affiliate-program/,PartnerStack,
saas_crm,pipedrive,pipedrive.com,có,https://www.pipedrive.com/en/partner,PartnerStack,
saas_crm,salesforce,salesforce.com,không thấy,,,
saas_crm,zoho crm,zoho.com,có,https://www.zoho.com/affiliate/,,
saas_design,adobe express,adobe.com,không rõ,,,trang chủ lỗi: ReadTimeout
saas_design,bigcommerce,bigcommerce.com,có,https://partners.bigcommerce.com/directory/,,
saas_design,canva,canva.com,có,https://www.canva.com/help/canva-affiliate-marketing-program/,,
saas_design,elementor,elementor.com,có,https://elementor.com/affiliates/,,
saas_design,figma,figma.com,có,https://www.figma.com/affiliate-program/,PartnerStack,
saas_design,framer,framer.com,không thấy,,,
saas_design,hostinger website builder,hostinger.com,có,https://www.hostinger.com/affiliates,,
saas_design,shopify,shopify.com,có,https://www.shopify.com/affiliates,"Impact, Shopify",
saas_design,squarespace,squarespace.com,có,https://www.squarespace.com/affiliates,Impact,
saas_design,webflow,webflow.com,có,https://webflow.com/solutions/affiliates,PartnerStack,
saas_design,weebly,weebly.com,không thấy,,,
saas_design,wix,wix.com,có,https://www.wix.com/about/affiliates,Impact,
smart_home,aqara,aqara.com,không thấy,,,
smart_home,arlo,arlo.com,không thấy,,,
smart_home,ecobee,ecobee.com,không thấy,,,
smart_home,eufy,eufy.com,có,https://www.eufy.com/affiliate?ref=navMenu,Impact,
smart_home,govee,govee.com,không thấy,,,
smart_home,irobot,irobot.com,không thấy,,,
smart_home,lutron,lutron.com,không rõ,,,không tải được trang chủ
smart_home,meross,meross.com,có,https://www.meross.com/en-gc/support/business-partner,GoAffPro,
smart_home,nanoleaf,nanoleaf.me,không rõ,,,không tải được trang chủ
smart_home,nest thermostat,store.google.com,không thấy,,,
smart_home,philips hue,philips-hue.com,có,https://www.philips-hue.com/affiliate,,
smart_home,reolink,reolink.com,có,https://reolink.com/affiliate/,"Affiliatly, Awin",
smart_home,ring,ring.com,không thấy,,,
smart_home,sensibo,sensibo.com,không rõ,,,không tải được trang chủ
smart_home,shelly,shelly.com,không rõ,,,không tải được trang chủ
smart_home,simplisafe,simplisafe.com,không thấy,,,
smart_home,switchbot,switch-bot.com,không rõ,,,không tải được trang chủ
smart_home,vivint,vivint.com,không thấy,,,
smart_home,wyze,wyze.com,không rõ,,,không tải được trang chủ
toys_gaming,brio,brio.us,không rõ,,,không tải được trang chủ
toys_gaming,connetix,connetixtiles.com,không thấy,,,
toys_gaming,corsair,corsair.com,không thấy,,,
toys_gaming,elgato,elgato.com,không thấy,,,
toys_gaming,fat brain toys,fatbraintoys.com,không rõ,,,không tải được trang chủ
toys_gaming,gamestop,gamestop.com,không rõ,,,không tải được trang chủ
toys_gaming,hape toys,hapetoys.com,không rõ,,,trang chủ lỗi: SSLError
toys_gaming,hyperx,hyperx.com,không rõ,,,không tải được trang chủ
toys_gaming,kiwico,kiwico.com,có,https://www.kiwico.com/affiliate-program,CJ,
toys_gaming,lego,lego.com,không rõ,,,không tải được trang chủ
toys_gaming,magna tiles,magnatiles.com,không rõ,,,không tải được trang chủ
toys_gaming,melissa and doug,melissaanddoug.com,không rõ,,,không tải được trang chủ
toys_gaming,mindware,mindware.orientaltrading.com,không rõ,,,trang chủ lỗi: ConnectTimeout
toys_gaming,plan toys,plantoys.com,không rõ,,,không tải được trang chủ
toys_gaming,secretlab,secretlab.co,không rõ,,,không tải được trang chủ
toys_gaming,steelseries,steelseries.com,có,https://steelseries.com/affiliate-program,,
toys_gaming,tonies,tonies.com,không thấy,,,
vpn,atlas vpn,atlasvpn.com,không rõ,,,không tải được trang chủ
vpn,cyberghost,cyberghostvpn.com,có,https://www.cyberghostvpn.com/affiliate,,
vpn,expressvpn,expressvpn.com,có,https://www.expressvpn.com/affiliates,Impact,
vpn,hotspot shield,hotspotshield.com,có,https://www.hotspotshield.com/affiliates/,,
vpn,ipvanish,ipvanish.com,có,https://www.ipvanish.com/partners/,,
vpn,nordvpn,nordvpn.com,không rõ,,,không tải được trang chủ
vpn,private internet access,privateinternetaccess.com,có,https://www.privateinternetaccess.com/affiliate-program,,
vpn,proton vpn,protonvpn.com,chỉ referral,https://proton.me/partners?ref=pvpn_lp_b2c_vpn_footer,,
vpn,surfshark,surfshark.com,có,https://surfshark.com/affiliate,,
vpn,windscribe,windscribe.com,không thấy,,,
